"id"|"size"|"prediction"
8926|2000|0.866
1568|2000|0.998
2500|2000|0.994
5137|2000|0.996
4177|2000|0.064
4275|2000|1
8129|2000|0.826
4798|2000|0.278
4944|2000|0.998
3662|2000|0.002
5011|2000|1
3241|2000|0.626
1206|2000|0.954
2213|2000|1
259|2000|1
3030|2000|0.088
8606|2000|0.072
5208|2000|1
6998|2000|1
8549|2000|0.21
8228|2000|1
7398|2000|1
6324|2000|1
6382|2000|0.586
3256|2000|0.024
1661|2000|0.322
6769|2000|0.97
6000|2000|1
8353|2000|0.698
1430|2000|0.73
384|2000|1
2532|2000|0.998
192|2000|0.476
5591|2000|0.992
8631|2000|0.852
2091|2000|0.42
6309|2000|1
3936|2000|1
268|2000|1
8764|2000|0.004
4153|2000|0.118
5795|2000|0.97
890|2000|0.994
3136|2000|0.204
4463|2000|1
2763|2000|0.502
7022|2000|0.992
1125|2000|0.948
1538|2000|1
4833|2000|0.918
877|2000|0.994
3948|2000|1
3529|2000|0.002
6593|2000|0.998
2237|2000|0.664
4320|2000|0.002
3722|2000|1
1536|2000|1
4302|2000|0.044
3374|2000|0.77
6244|2000|0.796
7815|2000|1
5089|2000|0.702
4642|2000|0.542
4845|2000|1
7343|2000|1
1348|2000|0.078
2388|2000|1
5754|2000|1
3823|2000|1
2941|2000|0.926
1749|2000|1
3021|2000|0.348
7290|2000|0.156
8892|2000|0.76
5698|2000|1
1623|2000|1
6186|2000|1
6520|2000|1
696|2000|0.944
878|2000|0.986
4909|2000|0.584
5453|2000|0.494
5288|2000|1
8300|2000|1
8473|2000|0.072
7276|2000|1
8041|2000|0.998
8004|2000|1
8913|2000|0.022
1279|2000|0.01
6955|2000|0.584
5687|2000|0.89
7857|2000|1
5796|2000|1
6984|2000|0.668
2001|2000|0
4224|2000|0.022
5093|2000|0.774
5749|2000|0.992
4417|2000|0.954
8425|2000|1
2276|2000|0.01
6624|2000|1
8338|2000|1
1599|2000|1
5842|2000|0.38
5301|2000|0.854
2157|2000|0.056
6207|2000|0.91
8068|2000|1
6155|2000|1
2061|2000|0.13
1714|2000|1
6315|2000|0.998
1184|2000|0.018
2258|2000|0.002
7362|2000|1
89|2000|0.104
121|2000|0.438
4891|2000|1
1360|2000|0.476
1588|2000|0.994
2477|2000|0.968
5954|2000|0.986
2714|2000|0.734
8241|2000|0.494
6569|2000|0.662
300|2000|0.998
6300|2000|0.662
3422|2000|1
5848|2000|0.704
204|2000|0.364
2726|2000|0.602
5026|2000|0.002
8531|2000|0.096
7114|2000|1
5405|2000|0.876
2302|2000|0.998
2828|2000|0
6632|2000|0.998
7204|2000|1
2929|2000|0.026
6106|2000|0.636
8556|2000|0.484
1033|2000|0.004
4641|2000|0.998
369|2000|0.89
8717|2000|0.006
7806|2000|0.996
5331|2000|1
3493|2000|0.008
2311|2000|1
3233|2000|0.004
4396|2000|0.092
2769|2000|0.546
7915|2000|0.996
1399|2000|0.45
1920|2000|0.054
3120|2000|0.056
7571|2000|1
1905|2000|0.004
6587|2000|0.976
3201|2000|0.076
1553|2000|1
6507|2000|0.832
265|2000|1
1687|2000|0.998
4565|2000|0.562
2342|2000|1
6188|2000|1
8117|2000|1
7128|2000|1
7196|2000|0.21
5883|2000|1
2238|2000|0.272
1960|2000|0.04
5549|2000|1
2039|2000|0
8189|2000|1
5696|2000|1
1752|2000|1
1759|2000|0.044
5908|2000|1
4849|2000|0.8
1762|2000|0.02
5593|2000|1
8270|2000|1
7733|2000|0.632
3979|2000|0.002
6838|2000|1
2182|2000|0.302
2675|2000|1
671|2000|0.824
7432|2000|0.822
3580|2000|0.104
753|2000|0.89
7478|2000|0.178
3102|2000|0.026
6460|2000|0.998
5530|2000|1
8106|2000|1
1092|2000|0.858
5580|2000|0.67
2199|2000|0.046
6129|2000|0.902
1319|2000|0.038
4611|2000|1
206|2000|0.768
6841|2000|1
6875|2000|1
7078|2000|1
6282|2000|1
1172|2000|0.984
5492|2000|0.894
3710|2000|0.998
905|2000|1
2360|2000|1
8206|2000|1
2967|2000|0.198
2380|2000|1
5386|2000|1
8485|2000|1
2943|2000|0.534
6377|2000|1
5388|2000|0.614
1930|2000|0.058
8313|2000|1
8767|2000|0.042
2293|2000|1
2332|2000|0.998
8006|2000|0.074
5163|2000|0.804
4348|2000|0.074
8625|2000|0.852
8056|2000|0.19
5036|2000|1
2281|2000|0.78
7903|2000|0.988
4999|2000|0.992
676|2000|0.86
3220|2000|0
7816|2000|0.994
1349|2000|0.448
7272|2000|1
3198|2000|0.054
5971|2000|1
470|2000|1
6024|2000|1
193|2000|1
5414|2000|0.918
4825|2000|0.562
6084|2000|0.994
7591|2000|1
6654|2000|0.952
4546|2000|1
3596|2000|0.082
292|2000|0.998
5837|2000|0.994
3742|2000|0.99
1514|2000|1
4068|2000|0.01
1321|2000|1
7997|2000|1
6985|2000|0.994
8028|2000|1
4028|2000|0.46
3418|2000|1
4637|2000|0.892
6173|2000|0.658
4295|2000|0.02
3217|2000|0.082
8558|2000|0.022
4065|2000|0.1
7484|2000|0.046
8055|2000|0.046
8460|2000|0.036
8273|2000|1
8970|2000|0.606
4513|2000|0.742
2579|2000|0.988
6691|2000|1
4569|2000|0.954
2720|2000|0.634
8076|2000|1
298|2000|1
4404|2000|0.21
8738|2000|0.04
7111|2000|0.994
7017|2000|1
4681|2000|0.176
2814|2000|0.098
1942|2000|0.048
6011|2000|0.998
4880|2000|1
8505|2000|0.156
567|2000|0.014
4934|2000|0.96
5001|2000|0.996
8985|2000|0.028
7792|2000|1
3213|2000|0.028
1050|2000|0.906
5540|2000|0.906
4816|2000|0.106
8095|2000|0
2430|2000|1
5820|2000|1
3905|2000|0.016
4480|2000|0.996
7129|2000|1
934|2000|1
6076|2000|1
6680|2000|1
8110|2000|1
8917|2000|0.046
3259|2000|0.922
5511|2000|1
8557|2000|0.078
4753|2000|0.884
876|2000|0.968
3517|2000|0.01
6239|2000|1
5045|2000|0.998
5383|2000|0.604
5110|2000|1
622|2000|1
2170|2000|0.76
3490|2000|0.042
328|2000|0.578
2815|2000|0.036
322|2000|1
707|2000|0.702
6903|2000|1
1401|2000|0.884
3933|2000|0.994
5794|2000|0.99
4755|2000|0.686
3717|2000|0.996
6721|2000|0.996
869|2000|0.004
5240|2000|0.708
1053|2000|0.88
4180|2000|0.068
7061|2000|0.57
3409|2000|0.994
3594|2000|0.432
1308|2000|0.984
107|2000|0.048
5515|2000|0.994
751|2000|0.89
8158|2000|0.114
5680|2000|0.862
43|2000|0.23
7545|2000|0.77
6402|2000|1
1882|2000|0.462
6429|2000|1
1756|2000|0.146
6359|2000|1
6920|2000|1
5988|2000|0.998
2447|2000|0.998
2892|2000|0.52
5525|2000|0.904
1365|2000|0.086
3971|2000|0.072
1695|2000|1
5255|2000|0.994
6113|2000|1
344|2000|1
8326|2000|0.998
2101|2000|0.636
1183|2000|0.06
8975|2000|0.064
4181|2000|0.014
1438|2000|0.664
3602|2000|0.102
2798|2000|0.79
8683|2000|0.826
8024|2000|1
7388|2000|1
2277|2000|0.506
3065|2000|0.678
1679|2000|0.998
4970|2000|0.998
4662|2000|0.588
3216|2000|0.21
7830|2000|1
6474|2000|1
7797|2000|1
4452|2000|1
3615|2000|0.552
1630|2000|1
3066|2000|0.068
1659|2000|0.046
3361|2000|0.296
7807|2000|1
7349|2000|1
6227|2000|0.998
8584|2000|0.01
5904|2000|1
4255|2000|0.002
6107|2000|0.702
6814|2000|0.88
2984|2000|0.546
4529|2000|0.76
3395|2000|0.996
3249|2000|0.008
383|2000|0.998
2047|2000|0.662
5865|2000|1
8875|2000|0.008
423|2000|0.998
4696|2000|1
5450|2000|0.632
570|2000|1
664|2000|0.958
4553|2000|1
5379|2000|0.67
2508|2000|0.998
8783|2000|0.69
6675|2000|0.988
1416|2000|0.552
4432|2000|0.998
6739|2000|0.958
4387|2000|1
5085|2000|0.998
1002|2000|0.946
3600|2000|0.044
1632|2000|1
7671|2000|1
4962|2000|1
5357|2000|0.542
2364|2000|0.992
3116|2000|0.158
4434|2000|0.996
8863|2000|0.984
6435|2000|0.104
4692|2000|0.826
1866|2000|0.03
3572|2000|0.092
807|2000|0.982
116|2000|0.002
2384|2000|0.762
3063|2000|0.38
4264|2000|0.014
1871|2000|0.014
411|2000|0.998
6205|2000|0.57
6794|2000|1
6897|2000|1
5423|2000|1
2458|2000|1
2555|2000|1
4090|2000|0.062
4168|2000|0.244
5000|2000|1
3061|2000|0.014
8367|2000|0.966
8552|2000|0.13
1523|2000|1
1865|2000|0
7234|2000|0.998
1686|2000|0.994
7247|2000|1
6298|2000|0.962
976|2000|0.802
4183|2000|0.588
7280|2000|1
6823|2000|1
7501|2000|0.906
1991|2000|0.05
8526|2000|0.568
2129|2000|0.004
1576|2000|1
8852|2000|0.258
6471|2000|0.998
5887|2000|1
4680|2000|0.32
5752|2000|0.666
6285|2000|0.994
2550|2000|1
955|2000|0.004
3541|2000|0
7977|2000|1
3627|2000|0.056
6439|2000|0.946
2969|2000|0.028
747|2000|0.696
4989|2000|1
4838|2000|1
2799|2000|0.398
2581|2000|0.996
7609|2000|1
3629|2000|0.206
7201|2000|1
5686|2000|1
8333|2000|1
1482|2000|0.988
5140|2000|0.712
7560|2000|1
8891|2000|0.864
452|2000|0.994
7064|2000|1
4813|2000|1
8981|2000|0.01
3279|2000|0.326
6743|2000|0.96
1629|2000|0.994
8543|2000|0.224
245|2000|1
1250|2000|0.984
5464|2000|0.592
8260|2000|0.904
8745|2000|0.028
3134|2000|0.062
7692|2000|1
4461|2000|1
2074|2000|0.094
1981|2000|0.022
857|2000|0.888
7491|2000|1
94|2000|0.438
2627|2000|1
1640|2000|1
4174|2000|0.054
1556|2000|0.998
8786|2000|0.178
2053|2000|0
5793|2000|0.998
6662|2000|1
2702|2000|1
176|2000|1
5253|2000|0.708
8257|2000|1
4671|2000|1
492|2000|0.998
6702|2000|1
3168|2000|0.12
2619|2000|1
1098|2000|0.918
3946|2000|1
3277|2000|0.138
4911|2000|1
5314|2000|1
1680|2000|0.994
3103|2000|0.07
7906|2000|1
8730|2000|0.038
7277|2000|0.996
6214|2000|1
1171|2000|1
7722|2000|1
380|2000|0.98
4284|2000|0
3763|2000|1
1804|2000|0.132
8648|2000|0.104
4014|2000|0.034
6727|2000|0.084
4280|2000|1
4094|2000|0.194
341|2000|1
108|2000|0.076
698|2000|0.67
5327|2000|0.83
4533|2000|0.888
7067|2000|1
6784|2000|0.644
5237|2000|0.98
3740|2000|0.944
5107|2000|1
2788|2000|0.79
1371|2000|0.088
1060|2000|0.948
5394|2000|0.614
1681|2000|1
1957|2000|0.276
8869|2000|0.076
4456|2000|0.328
7214|2000|1
255|2000|0.07
4497|2000|1
4748|2000|0.62
1624|2000|1
2501|2000|0.988
5370|2000|0.598
8169|2000|1
3298|2000|0.054
689|2000|0.828
6025|2000|0.994
3955|2000|0.07
8043|2000|1
1468|2000|1
1947|2000|0.046
3224|2000|0.028
2000|2000|0.056
4515|2000|1
5142|2000|0.622
8034|2000|1
1726|2000|1
7970|2000|1
6527|2000|1
1564|2000|0.998
4156|2000|0.038
4231|2000|0.02
4465|2000|0.998
6098|2000|0.68
2528|2000|0.638
4802|2000|1
8727|2000|0.002
1450|2000|0.984
3240|2000|0.148
5726|2000|0.986
8803|2000|0.77
1200|2000|0.918
7498|2000|1
4453|2000|0.996
3575|2000|0.01
287|2000|0.992
1748|2000|1
4796|2000|1
4694|2000|1
8851|2000|0.002
3367|2000|0.012
2605|2000|0.92
3410|2000|1
7762|2000|0.28
1155|2000|0.86
5824|2000|1
3999|2000|0.132
7904|2000|1
1397|2000|0.47
2244|2000|0.018
1412|2000|1
7550|2000|1
6759|2000|0.494
8885|2000|0.056
7049|2000|0.99
8636|2000|0.454
6956|2000|0.994
8166|2000|0.744
4475|2000|1
3273|2000|0.304
6540|2000|1
246|2000|1
989|2000|0.944
7296|2000|0.984
6705|2000|1
5094|2000|1
6575|2000|1
4139|2000|0.146
7919|2000|0.998
3788|2000|1
6945|2000|1
6014|2000|0.974
4791|2000|0.98
1996|2000|0.012
7379|2000|1
3245|2000|0.062
8434|2000|1
8346|2000|1
723|2000|0.972
690|2000|0.934
2539|2000|0.994
6373|2000|1
6478|2000|0.602
5193|2000|0.946
6488|2000|0.998
2523|2000|1
791|2000|0.922
2655|2000|1
870|2000|0
3378|2000|0.984
3417|2000|1
4412|2000|0.686
5981|2000|1
2308|2000|1
1292|2000|0.996
2127|2000|0.078
3847|2000|1
6802|2000|1
4979|2000|0.446
5677|2000|0.952
4036|2000|0.104
787|2000|0.994
1877|2000|0.002
1249|2000|0.118
8277|2000|1
2867|2000|0.586
1112|2000|0.976
3957|2000|0.71
738|2000|0.832
4963|2000|1
2677|2000|1
2660|2000|1
8888|2000|0.088
3856|2000|0.002
8402|2000|0.034
2089|2000|0.078
1557|2000|1
2148|2000|0.742
4998|2000|0.054
3420|2000|1
726|2000|0.998
1064|2000|0.832
795|2000|0.876
3375|2000|0.132
5080|2000|0.658
6803|2000|1
4052|2000|0.21
4517|2000|0.058
6839|2000|1
4549|2000|0.512
6015|2000|0.678
8963|2000|0.004
6795|2000|1
8432|2000|0
2124|2000|0.01
2466|2000|0.998
4127|2000|0.486
368|2000|0.97
7310|2000|0.962
794|2000|0.642
5953|2000|1
8320|2000|1
7323|2000|0.822
6463|2000|1
1099|2000|0.024
590|2000|0.352
6020|2000|1
4182|2000|0.018
2686|2000|1
8443|2000|0.568
5373|2000|0.944
3758|2000|0.01
1864|2000|0
6618|2000|1
8305|2000|1
2824|2000|0.014
6622|2000|0.91
6345|2000|1
5135|2000|0.654
6218|2000|0.986
5112|2000|0.576
4074|2000|0.002
3849|2000|0.998
4828|2000|1
3407|2000|1
63|2000|0.028
8809|2000|0.104
631|2000|1
1622|2000|1
6081|2000|1
3326|2000|0.004
8569|2000|0.222
8009|2000|0.542
1003|2000|0.876
5873|2000|0.998
1560|2000|0.996
3854|2000|0.986
3732|2000|0.052
6144|2000|1
3425|2000|0.464
2682|2000|1
1634|2000|1
5273|2000|0.996
6064|2000|0.986
4499|2000|0.992
409|2000|0.998
8478|2000|0.002
6017|2000|0.766
5985|2000|1
8583|2000|0.04
7892|2000|0.946
412|2000|0.998
1190|2000|0.006
2118|2000|0.758
4730|2000|1
8010|2000|1
6732|2000|0.904
4212|2000|0.53
5224|2000|0.994
168|2000|0.494
3723|2000|0.998
2393|2000|0.244
6171|2000|1
5589|2000|1
31|2000|0.35
2145|2000|0.88
6118|2000|0.954
1429|2000|0.884
6320|2000|1
6136|2000|0.634
3685|2000|0.982
1276|2000|1
7590|2000|1
7925|2000|1
6301|2000|1
806|2000|0.794
3232|2000|0.032
1104|2000|0.952
1005|2000|0.982
8324|2000|0.692
2808|2000|0.002
6962|2000|1
1763|2000|0.308
5154|2000|1
772|2000|0.958
4689|2000|0.656
4738|2000|0.644
3180|2000|0.022
8404|2000|0.042
8507|2000|0.184
6589|2000|0.998
4871|2000|0.998
1343|2000|0.038
5584|2000|0.894
5750|2000|1
609|2000|1
906|2000|0.998
484|2000|0.998
7459|2000|0.998
5973|2000|1
1746|2000|1
7726|2000|1
7414|2000|1
8632|2000|0.852
1936|2000|0.002
6938|2000|0.958
2938|2000|0
496|2000|0.998
7746|2000|0.998
7666|2000|0.994
1853|2000|0.012
8014|2000|1
3164|2000|0.014
5359|2000|0.724
3820|2000|1
8882|2000|0.104
5693|2000|0.77
480|2000|1
8399|2000|1
3296|2000|0.468
7113|2000|0.976
8295|2000|0.998
8532|2000|0.082
296|2000|1
2084|2000|0.804
2908|2000|0.06
4525|2000|0.998
7500|2000|1
7261|2000|1
332|2000|0.994
463|2000|0.996
8225|2000|1
2314|2000|0.966
4684|2000|1
7563|2000|0.988
6243|2000|0.996
264|2000|0.996
5052|2000|0.694
406|2000|0.996
3048|2000|0.008
5487|2000|1
8782|2000|0.01
5932|2000|0.082
5235|2000|0.998
4071|2000|0.094
8057|2000|0.224
5337|2000|0.994
2932|2000|0.008
1761|2000|0.262
6412|2000|1
4315|2000|0.066
8945|2000|0.078
3239|2000|0.218
4543|2000|1
7502|2000|1
3681|2000|0.998
7979|2000|1
8373|2000|0.072
1265|2000|0.534
2971|2000|0.182
1333|2000|0.006
7389|2000|0.998
4006|2000|0.044
6961|2000|0.856
7001|2000|0.618
1488|2000|1
5127|2000|1
199|2000|0.002
8829|2000|0.296
457|2000|0.998
240|2000|0.996
3192|2000|0.028
1356|2000|0.002
6047|2000|0.996
3519|2000|0.016
8555|2000|0.102
8861|2000|0.806
5285|2000|1
4856|2000|1
6926|2000|1
7796|2000|0.996
5297|2000|1
1923|2000|0.002
8626|2000|0.852
1350|2000|0.51
3027|2000|0.326
5358|2000|0.666
5987|2000|1
4150|2000|0.008
8768|2000|0.018
8159|2000|0.998
8847|2000|0.522
2699|2000|0.76
6716|2000|1
4418|2000|0.882
2223|2000|0.014
6432|2000|0.998
6182|2000|1
2859|2000|0.75
5201|2000|1
102|2000|0.058
8574|2000|0.466
1374|2000|0.888
7254|2000|0.996
4716|2000|0.15
3752|2000|0.996
2621|2000|1
3020|2000|0.908
6783|2000|0.994
5195|2000|1
5645|2000|1
407|2000|1
2875|2000|0.002
3852|2000|1
2187|2000|0.04
7963|2000|0.912
5991|2000|1
3906|2000|0.042
7615|2000|1
6297|2000|1
4876|2000|0.562
5839|2000|0.002
3660|2000|0.018
7715|2000|0.872
5538|2000|0.89
5671|2000|1
3832|2000|0.002
6544|2000|1
6495|2000|0.996
8838|2000|0.814
324|2000|0.998
7758|2000|1
3472|2000|0.004
732|2000|1
1620|2000|1
6994|2000|1
6731|2000|0.99
4248|2000|0.014
7445|2000|0.998
7002|2000|0.994
4142|2000|0.544
3884|2000|0.102
1327|2000|0.242
5020|2000|0.988
8084|2000|1
1369|2000|0.002
2985|2000|0.096
2367|2000|1
5668|2000|0.994
6058|2000|1
3454|2000|0.118
6547|2000|0.998
5651|2000|1
4207|2000|0.196
4594|2000|1
388|2000|0.714
5761|2000|1
4246|2000|0.032
540|2000|1
1776|2000|0.296
2513|2000|0.988
7488|2000|1
8522|2000|0.276
4229|2000|0.002
5264|2000|0.302
8464|2000|1
3363|2000|0.018
1527|2000|1
3196|2000|0.038
8805|2000|0.042
2709|2000|0.954
5303|2000|1
7506|2000|1
4784|2000|0.668
8376|2000|0.704
1784|2000|0.128
6334|2000|1
224|2000|0.992
2853|2000|0.27
2848|2000|0.542
6672|2000|0.998
1653|2000|1
1976|2000|0
3398|2000|1
5116|2000|0.998
1992|2000|0.012
1355|2000|0.034
7573|2000|0.48
291|2000|0.994
6425|2000|0.984
5042|2000|0.494
7303|2000|0.83
8227|2000|1
3336|2000|0.008
3964|2000|0.26
2987|2000|0.004
517|2000|1
5109|2000|1
4739|2000|0.91
3901|2000|0.994
7011|2000|1
1707|2000|1
1071|2000|0.968
6184|2000|1
378|2000|1
5265|2000|0.598
8815|2000|0.21
6946|2000|0.078
1585|2000|0.998
2895|2000|0.494
1134|2000|0.81
4110|2000|0.712
7223|2000|1
6132|2000|0.998
5145|2000|1
1541|2000|0.822
36|2000|0.042
3278|2000|0.018
6600|2000|0.998
2955|2000|0.226
7146|2000|0.996
151|2000|0.56
6893|2000|0.996
5239|2000|0.552
1269|2000|0.026
7580|2000|1
6791|2000|0.998
7265|2000|1
1530|2000|0.818
8380|2000|1
4040|2000|0.126
5377|2000|0.804
5206|2000|0.994
6887|2000|0.998
3770|2000|1
2711|2000|0.51
5955|2000|0.994
7007|2000|0.048
3200|2000|0.008
5867|2000|0.104
1837|2000|1
8898|2000|0.662
4830|2000|0.898
4920|2000|1
5063|2000|0.678
299|2000|0.998
6767|2000|0.52
2666|2000|1
2737|2000|0.74
8354|2000|1
4030|2000|0.052
3149|2000|0.01
3749|2000|1
1529|2000|1
3312|2000|0.004
8350|2000|1
4298|2000|0.018
8884|2000|0
4766|2000|0.562
8537|2000|0.294
8192|2000|0.998
400|2000|0.276
4311|2000|0.034
4478|2000|0.982
6250|2000|0.988
3346|2000|0.074
3008|2000|0.23
200|2000|0.87
3688|2000|0.998
30|2000|0.254
1109|2000|1
4008|2000|0.222
4940|2000|0.97
3712|2000|0.998
4572|2000|0.984
5855|2000|1
7020|2000|0.996
5465|2000|1
420|2000|1
5559|2000|0.994
7518|2000|0.028
6467|2000|0.946
924|2000|1
5811|2000|0.98
8758|2000|0.074
8503|2000|1
7260|2000|1
8401|2000|1
3050|2000|0.054
6384|2000|0.998
5136|2000|0.562
5343|2000|0.772
1100|2000|0.976
5514|2000|0.582
7147|2000|0.984
445|2000|0.958
2548|2000|1
8607|2000|0.008
2176|2000|0.038
7499|2000|0.998
6870|2000|0.996
6750|2000|1
5436|2000|1
8292|2000|0.994
3745|2000|0.992
8827|2000|0.788
2395|2000|1
408|2000|1
136|2000|0.76
336|2000|0.976
6905|2000|1
5632|2000|0.99
6932|2000|0.952
3780|2000|1
5335|2000|1
6036|2000|1
8510|2000|0.058
5185|2000|0.984
5498|2000|0.578
7513|2000|1
1575|2000|1
7410|2000|1
3923|2000|1
7536|2000|0.71
2245|2000|0.134
8298|2000|1
4780|2000|0.946
3430|2000|1
7267|2000|0.998
460|2000|0.618
1271|2000|0.21
4102|2000|0.066
552|2000|1
4570|2000|1
3445|2000|1
7406|2000|0.998
4386|2000|0.988
7092|2000|0.764
574|2000|0.992
2318|2000|1
3203|2000|0.006
1341|2000|0.494
465|2000|0.81
4913|2000|0.946
536|2000|1
5938|2000|1
6983|2000|0.998
1664|2000|0.014
2326|2000|1
6772|2000|1
4620|2000|0.942
2544|2000|1
7040|2000|1
7350|2000|1
4136|2000|0.832
3992|2000|0.036
5874|2000|1
3248|2000|0.006
280|2000|0.988
417|2000|0.866
2283|2000|0.998
5545|2000|1
1137|2000|0
6601|2000|1
8600|2000|0.082
3143|2000|0.034
5121|2000|1
158|2000|0.008
2392|2000|1
6941|2000|1
537|2000|0.964
7253|2000|0.998
8453|2000|0.008
5888|2000|0.926
2507|2000|1
4486|2000|1
8126|2000|1
5355|2000|0.996
7843|2000|1
6659|2000|0.666
4826|2000|1
2448|2000|0.102
4262|2000|0.542
8214|2000|0.854
1509|2000|1
429|2000|0.944
4171|2000|0.158
3322|2000|0.656
447|2000|0.976
2226|2000|0
5518|2000|0.696
5190|2000|0.994
1963|2000|0.014
5439|2000|0.886
8299|2000|1
2954|2000|0.07
8938|2000|0.022
6801|2000|0.904
6259|2000|1
1534|2000|0.95
7015|2000|0.996
2489|2000|0.86
7737|2000|0.998
7455|2000|0.988
8514|2000|0.628
1106|2000|0.086
3782|2000|0.986
6169|2000|1
1490|2000|0.694
907|2000|1
7252|2000|1
363|2000|0.924
1807|2000|0.116
6988|2000|1
1135|2000|0.956
6131|2000|0.994
3741|2000|1
920|2000|1
8067|2000|1
4296|2000|0.012
5744|2000|1
7182|2000|0.578
7175|2000|1
5532|2000|1
7783|2000|1
5543|2000|0.998
842|2000|0.952
7161|2000|0.998
3617|2000|0.008
4402|2000|0.866
4170|2000|0.046
6837|2000|1
5639|2000|1
5758|2000|0.924
6405|2000|1
4823|2000|0.932
3656|2000|0.126
1691|2000|0.614
998|2000|0.98
1954|2000|0.286
7869|2000|0.048
7734|2000|0.996
4943|2000|0.996
5961|2000|0.632
6349|2000|0.72
367|2000|0.882
1850|2000|0.066
6826|2000|0.764
5282|2000|0.942
33|2000|0.458
1239|2000|1
5587|2000|0.798
4236|2000|0.006
8210|2000|1
3040|2000|0.136
3160|2000|0.002
8463|2000|1
3942|2000|1
6109|2000|0.634
3330|2000|0
8248|2000|1
6237|2000|1
293|2000|1
6413|2000|1
8138|2000|1
3526|2000|0.348
6251|2000|1
7013|2000|1
2851|2000|0.002
2652|2000|0.998
4172|2000|0.046
2044|2000|0.402
7684|2000|1
2330|2000|0.99
2727|2000|0.192
6556|2000|1
6857|2000|0.986
3513|2000|0.034
1658|2000|1
3114|2000|0.078
8876|2000|0.706
8641|2000|0.21
2408|2000|0.9
830|2000|0.86
6747|2000|1
1127|2000|0.956
4107|2000|0.046
1966|2000|0.042
2260|2000|0.032
8874|2000|0.036
961|2000|0.376
1417|2000|0.266
5925|2000|0.844
304|2000|0.006
5134|2000|0.812
5755|2000|0.982
5160|2000|0.98
594|2000|1
7614|2000|0.998
613|2000|0.198
2679|2000|0.188
1618|2000|1
5222|2000|0.302
113|2000|0.178
6394|2000|1
7849|2000|1
7385|2000|1
5064|2000|1
5548|2000|0.998
5215|2000|0.914
8021|2000|1
1379|2000|0
195|2000|0.078
4910|2000|0.558
1451|2000|0.998
2910|2000|0.904
3338|2000|0.278
8160|2000|1
4154|2000|0.14
7679|2000|1
8832|2000|0.002
7306|2000|1
8054|2000|1
658|2000|0.934
5721|2000|1
2978|2000|0.3
4628|2000|0.562
5024|2000|0
5111|2000|0.99
1331|2000|0.714
6090|2000|1
29|2000|0.006
6657|2000|0.994
2914|2000|0.06
4448|2000|1
1881|2000|0.032
4439|2000|1
8194|2000|1
1874|2000|0.034
258|2000|1
2541|2000|1
2427|2000|1
4194|2000|0.026
3962|2000|0.05
5612|2000|1
741|2000|0.862
5205|2000|0.982
4592|2000|0.97
7232|2000|1
6217|2000|1
1970|2000|0.49
1213|2000|0.196
6853|2000|0.996
8735|2000|0.024
8405|2000|1
7124|2000|1
6004|2000|1
5090|2000|0.602
2657|2000|0.944
5789|2000|0.696
4137|2000|0.024
4873|2000|1
7617|2000|0.998
2723|2000|0.27
6686|2000|0.906
3525|2000|0.046
8835|2000|0.064
8459|2000|0.004
2789|2000|0.528
8311|2000|1
6443|2000|0.956
7168|2000|0.928
3637|2000|0.56
8895|2000|0.618
8061|2000|1
4424|2000|1
8696|2000|0.194
7328|2000|0.842
3864|2000|1
6290|2000|1
7670|2000|0.996
1878|2000|0.002
2324|2000|0.988
7159|2000|0.958
1497|2000|0.352
5228|2000|0.918
4948|2000|0.104
2518|2000|1
6948|2000|0.938
7074|2000|1
5502|2000|0.688
4893|2000|0.678
7605|2000|1
2700|2000|0.936
6091|2000|1
3072|2000|0
4046|2000|0.054
5406|2000|1
1555|2000|0.864
2075|2000|0.088
3507|2000|0.806
4330|2000|0.004
8581|2000|0.002
7313|2000|1
485|2000|0.696
7858|2000|0.988
6537|2000|0.998
5166|2000|0.946
6771|2000|0.96
3586|2000|0.014
5733|2000|0.998
1633|2000|1
5460|2000|0.99
5900|2000|0.88
8197|2000|1
7766|2000|1
5534|2000|0.998
2173|2000|0.836
2972|2000|0.052
4223|2000|0.108
5600|2000|0.996
825|2000|0.17
2268|2000|0.358
216|2000|1
4335|2000|0.152
8461|2000|0.996
4091|2000|0.202
3871|2000|0.002
577|2000|1
5934|2000|0.934
248|2000|1
6869|2000|0.964
8092|2000|1
1844|2000|0.02
6760|2000|0.992
3843|2000|0.09
855|2000|0.828
5260|2000|1
4640|2000|0.964
2645|2000|0.476
4063|2000|0.082
5924|2000|0.394
8475|2000|0.006
7632|2000|0.618
6018|2000|0.114
8845|2000|0.93
4951|2000|0.992
6554|2000|0.998
2716|2000|0.822
2022|2000|0.046
3938|2000|1
3126|2000|0.102
982|2000|0.972
2649|2000|1
1912|2000|0.022
845|2000|0.028
7976|2000|0.996
8923|2000|0.348
8408|2000|0.992
3314|2000|0.442
4239|2000|0.542
8294|2000|0
1231|2000|1
8590|2000|0.012
5673|2000|1
2833|2000|0.326
283|2000|1
6891|2000|0.992
17|2000|0.018
7761|2000|1
1085|2000|0.01
2578|2000|0.626
8572|2000|0.646
7784|2000|1
1299|2000|0
863|2000|0.94
3636|2000|0.02
5371|2000|1
5998|2000|0.986
704|2000|0.952
1584|2000|0.998
7165|2000|0.676
308|2000|0
7421|2000|1
6592|2000|0.614
812|2000|0.032
7716|2000|0.994
1893|2000|0.086
7923|2000|1
7327|2000|1
