pattern|total_frequency |label|label_frequency|
+u,d,u+u,u|6|From-Normal-TCP-HTTP-Google-20|2|
+u+u,u,u,u|6|From-Normal-TCP-HTTP-Google-22|2|
+u+u,u,u,u|6|From-Normal-TCP-HTTP-Google-160|1|
+u+u,u,u,u|6|From-Normal-TCP-HTTP-Google-159|1|
+u+u,u,u,u|6|From-Normal-TCP-HTTP-Google-161|2|
+u+u,u+u,u|6|From-Normal-TCP-HTTP-Google-22|1|
+u+u,u+u,u|6|From-Botnet-UDP-DNS--718|1|
+u+u,u+u,u|6|From-Normal-TCP-HTTP-Google-86|1|
+u+u,u+u,u|6|From-Normal-TCP-HTTP-Google-159|2|
+u+u,u+u,u|6|From-Normal-TCP-HTTP-Google-158|1|
+u+u+u,u,u|6|From-Normal-TCP-HTTP-Google-22|2|
+u+u+u,u,u|6|From-Normal-TCP-HTTP-Google-19|2|
+u+u+u,u,u|6|From-Normal-TCP-HTTP-Google-20|2|
+u+U,U+u,u|6|From-Normal-TCP-HTTP-Google-19|1|
+u+U,U+u,u|6|From-Normal-TCP-HTTP-Google-21|2|
+u+U,U+u,u|6|From-Normal-TCP-HTTP-Google-20|2|
+u+U,U+u,u|6|From-Normal-TCP-HTTP-Google-159|1|
+s,s,s,S+s|6|From-Botnet-TCP-SMTP-SPAM-498|1|
+s,s,s,S+s|6|From-Botnet-TCP-SMTP-SPAM-936|1|
+s,s,s,S+s|6|From-Botnet-TCP-SMTP-SPAM-628|1|
+s,s,s,S+s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-377|1|
+s,s,s,S+s|6|From-Botnet-TCP-SMTP-SPAM-503|1|
+s,s,s,S+s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-493|1|
+s+s,s+s,s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-856|1|
+s+s,s+s,s|6|From-Botnet-TCP-SMTP-SPAM-1175|1|
+s+s,s+s,s|6|From-Botnet-TCP-SMTP-SPAM-933|1|
+s+s,s+s,s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-1020|1|
+s+s,s+s,s|6|From-Botnet-TCP-SMTP-SPAM-626|1|
+s+s,s+s,s|6|From-Botnet-TCP-SMTP-SPAM-506|1|
+s+s+s+S,s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-705|1|
+s+s+s+S,s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-381|2|
+s+s+s+S,s|6|From-Botnet-TCP-SMTP-SPAM-1465|1|
+s+s+s+S,s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-710|2|
+s*s*s*s*s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-892|1|
+s*s*s*s*s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-768|1|
+s*s*s*s*s|6|From-Botnet-TCP-SMTP-SPAM-1009|1|
+s*s*s*s*s|6|From-Botnet-TCP-SMTP-SPAM-1071|1|
+s*s*s*s*s|6|From-Botnet-TCP-SMTP-SPAM.Attempt-492|1|
+s*s*s*s*s|6|From-Botnet-TCP-SMTP-SPAM-757|1|
+Y.y.Y+Y.Y|6|From-Normal-TCP-HTTPS-Google-76|2|
+Y.y.Y+Y.Y|6|From-Normal-TCP-HTTPS-Google-19|3|
+Y.y.Y+Y.Y|6|From-Normal-TCP-HTTPS-Google-20|1|
+Y.h.Y+Y.h|6|From-Normal-TCP-HTTPS-Google-75|1|
+Y.h.Y+Y.h|6|From-Normal-TCP-HTTPS-Google-76|1|
+Y.h.Y+Y.h|6|From-Normal-TCP-HTTPS-Google-19|2|
+Y.h.Y+Y.h|6|From-Normal-TCP-HTTPS-Google-20|2|
+U.U+U.U.U|6|From-Botnet-UDP-DNS--346|2|
+U.U+U.U.U|6|From-Botnet-UDP-DNS--718|1|
+U.U+U.U.U|6|From-Botnet-UDP-DNS--489|1|
+U.U+U.U.U|6|From-Botnet-UDP-DNS--1408|1|
+U.U+U.U.U|6|From-Botnet-UDP-DNS--1402|1|
+U,u,U+u+U|6|From-Normal-TCP-HTTP-Google-23|1|
+U,u,U+u+U|6|From-Normal-TCP-HTTP-Google-86|2|
+U,u,U+u+U|6|From-Normal-TCP-HTTP-Google-162|2|
+U,u,U+u+U|6|From-Normal-TCP-HTTP-Google-161|1|
+U,u,U+U,u|6|From-Normal-TCP-HTTP-Google-157|1|
+U,u,U+U,u|6|From-Normal-TCP-HTTP-Google-23|3|
+U,u,U+U,u|6|From-Normal-TCP-HTTP-Google-160|2|
+R.r.r.R.r|6|From-Botnet-UDP-DNS--530|1|
+R.r.r.R.r|6|From-Botnet-UDP-DNS--400|1|
+R.r.r.R.r|6|From-Botnet-UDP-DNS--402|4|
+B+b+b+b+b|6|From-Botnet-TCP-SMTP-SPAM.Attempt-892|1|
+B+b+b+b+b|6|From-Botnet-TCP-SMTP-SPAM.Attempt-786|1|
+B+b+b+b+b|6|From-Botnet-TCP-SMTP-SPAM.Attempt-1003|1|
+B+b+b+b+b|6|From-Botnet-TCP-SMTP-SPAM.Attempt-898|1|
+B+b+b+b+b|6|From-Botnet-TCP-SMTP-SPAM.Attempt-574|2|
*Z.Z.Z.Z.Z|6|From-Normal-TCP-HTTPS-Google-74|1|
*Z.Z.Z.Z.Z|6|From-Normal-TCP-HTTP-Facebook-9|1|
*Z.Z.Z.Z.Z|6|From-Normal-TCP-HTTP-Facebook-10|1|
*Z.Z.Z.Z.Z|6|From-Normal-TCP-HTTP-Google-57|1|
*Z.Z.Z.Z.Z|6|From-Normal-TCP-HTTPS-Facebook-3|1|
*Z.Z.Z.Z.Z|6|From-Normal-TCP-HTTP-WebPage-6|1|
y,z,y,y,H,|5|From-Botnet-TCP-HTTP-Advertising-22|2|
y,z,y,y,H,|5|From-Botnet-TCP-HTTP-CC.PlainText-3|3|
y,y,Y.Y,Y.|5|From-Botnet-TCP-HTTP-Advertising-48|1|
y,y,Y.Y,Y.|5|From-Botnet-TCP-HTTP-Advertising-44|3|
y,y,Y.Y,Y.|5|From-Botnet-TCP-HTTP-Advertising-46|1|
y,h,y,y,y,|5|From-Botnet-TCP-HTTP-CC-24|2|
y,h,y,y,y,|5|From-Botnet-TCP-HTTP-CC-23|1|
y,h,y,y,y,|5|From-Botnet-TCP-HTTP-CC-22|1|
y,h,y,y,y,|5|From-Botnet-TCP-HTTP-Advertising-46|1|
y,H,y,h,y,|5|From-Botnet-TCP-HTTP-CC-24|1|
y,H,y,h,y,|5|From-Botnet-TCP-HTTP-Advertising-22|1|
y,H,y,h,y,|5|From-Botnet-TCP-HTTP-CC.PlainText-3|1|
y,H,y,h,y,|5|From-Botnet-TCP-Unknown-Attempt-439|1|
y,H,y,h,y,|5|From-Botnet-TCP-HTTP-Advertising-46|1|
y,H,Y.Y,H,|5|From-Botnet-TCP-HTTP-Advertising-23|1|
y,H,Y.Y,H,|5|From-Botnet-TCP-HTTP-Advertising-48|2|
y,H,Y.Y,H,|5|From-Botnet-TCP-HTTP-Advertising-42|1|
y,H,Y.Y,H,|5|From-Botnet-TCP-HTTP-Advertising-46|1|
y,H,H,y,H,|5|From-Botnet-TCP-HTTP-Advertising-22|1|
y,H,H,y,H,|5|From-Botnet-TCP-HTTP-CC.PlainText-3|1|
y,H,H,y,H,|5|From-Botnet-TCP-HTTP-Advertising-44|1|
y,H,H,y,H,|5|From-Botnet-TCP-HTTP-CC-22|1|
y,H,H,y,H,|5|From-Botnet-TCP-HTTP-CC-23|1|
y,H,H,H,y,|5|From-Botnet-TCP-HTTP-Advertising-23|1|
y,H,H,H,y,|5|From-Botnet-TCP-HTTP-CC-24|1|
y,H,H,H,y,|5|From-Botnet-TCP-HTTP-CC.PlainText-3|1|
y,H,H,H,y,|5|From-Botnet-TCP-HTTP-CC-22|2|
y,H,H,H,H,|5|From-Botnet-TCP-HTTP-Advertising-22|1|
y,H,H,H,H,|5|From-Botnet-TCP-HTTP-Advertising-43|1|
y,H,H,H,H,|5|From-Botnet-TCP-HTTP-CC-22|3|
y*y*y*h*h*|5|From-Normal-TCP-HTTPS-UbuntuOne-4|1|
y*y*y*h*h*|5|From-Normal-TCP-HTTPS-UbuntuOne-5|1|
y*y*y*h*h*|5|From-Normal-TCP-HTTPS-UbuntuOne-6|1|
y*y*y*h*h*|5|From-Normal-TCP-HTTPS-UbuntuOne-7|1|
y*y*y*h*h*|5|From-Normal-TCP-HTTPS-UbuntuOne-3|1|
w.s.w.s.w.|5|From-Botnet-TCP-HTTP-Attempt-461|1|
w.s.w.s.w.|5|From-Botnet-TCP-HTTP-Attempt-460|2|
w.s.w.s.w.|5|From-Botnet-TCP-HTTP-Attempt-459|2|
w.S.w.s.s.|5|From-Botnet-TCP-HTTP-Attempt-460|2|
w.S.w.s.s.|5|From-Botnet-TCP-Unknown-Attempt-435|1|
w.S.w.s.s.|5|From-Botnet-TCP-HTTP-Attempt-459|2|
w.S.s.S.s.|5|From-Botnet-TCP-HTTP-Attempt-461|1|
w.S.s.S.s.|5|From-Botnet-TCP-Unknown-Attempt-435|2|
w.S.s.S.s.|5|From-Botnet-TCP-Unknown-Attempt-432|2|
w.S.S.s.s.|5|From-Botnet-TCP-HTTP-Attempt-461|2|
w.S.S.s.s.|5|From-Botnet-TCP-Unknown-Attempt-436|2|
w.S.S.s.s.|5|From-Botnet-TCP-Unknown-Attempt-432|1|
w.S.S.S.s.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
w.S.S.S.s.|5|From-Botnet-TCP-Unknown-Attempt-435|2|
w.S.S.S.s.|5|From-Botnet-TCP-Unknown-Attempt-432|2|
v.v.v,v.v.|5|From-Botnet-TCP-Unknown-Attempt-433|5|
v.v.e.v.v.|5|From-Botnet-UDP-DNS--1231|1|
v.v.e.v.v.|5|From-Botnet-UDP-DNS--191|1|
v.v.e.v.v.|5|From-Botnet-UDP-DNS--1280|2|
v.v.e.v.v.|5|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
v.v,E,v.v,|5|From-Botnet-TCP-Unknown-Attempt-433|5|
v,v,v,V.V,|5|From-Botnet-TCP-HTTP-Attempt-461|1|
v,v,v,V.V,|5|From-Botnet-TCP-Unknown-Attempt-436|1|
v,v,v,V.V,|5|From-Botnet-UDP-DNS--401|1|
v,v,v,V.V,|5|From-Botnet-TCP-Unknown-Attempt-432|2|
v,v,V.V,V.|5|From-Botnet-TCP-HTTP-Attempt-461|2|
v,v,V.V,V.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
v,v,V.V,V.|5|From-Botnet-TCP-Unknown-Attempt-432|2|
v,V.V,V.V,|5|From-Botnet-TCP-HTTP-Attempt-461|2|
v,V.V,V.V,|5|From-Botnet-TCP-Unknown-Attempt-433|1|
v,V.V,V.V,|5|From-Botnet-TCP-Unknown-Attempt-432|2|
u.u.u.R.R.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|2|
u.u.u.R.R.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
u.u.u.R.R.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
u.u.u.D.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
u.u.u.D.u.|5|From-Botnet-UDP-DNS--2119|1|
u.u.u.D.u.|5|From-Botnet-UDP-DNS--2118|1|
u.u.u.D.u.|5|From-Botnet-UDP-DNS--1143|1|
u.u.r.r.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
u.u.r.r.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
u.u.r.r.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|3|
u.u.D.d.u.|5|From-Botnet-UDP-DNS--1826|1|
u.u.D.d.u.|5|From-Botnet-UDP-DNS--1032|1|
u.u.D.d.u.|5|From-Botnet-UDP-DNS--258|1|
u.u.D.d.u.|5|From-Botnet-UDP-DNS--2118|1|
u.u.D.d.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
u.r.u.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|3|
u.r.u.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
u.r.u.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
u.r.u.U.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
u.r.u.U.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|4|
u.r.r.r.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
u.r.r.r.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|2|
u.r.r.r.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
u.r.U.R.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
u.r.U.R.U.|5|From-Botnet-UDP-DNS-Oficial.DNS.Server-2|1|
u.r.U.R.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|3|
u.r.R.r.R.|5|From-Botnet-UDP-DNS--402|1|
u.r.R.r.R.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
u.r.R.r.R.|5|From-Botnet-UDP-DNS--400|1|
u.r.R.r.R.|5|From-Botnet-UDP-DNS--532|1|
u.r.R.r.R.|5|From-Normal-UDP-DNS--86|1|
u.r.R.R.r.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
u.r.R.R.r.|5|From-Botnet-UDP-DNS--402|1|
u.r.R.R.r.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
u.r.R.R.r.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
u.r.R.R.r.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
u.d.u.d.u.|5|From-Botnet-UDP-DNS--1957|1|
u.d.u.d.u.|5|From-Botnet-UDP-DNS--2029|2|
u.d.u.d.u.|5|From-Botnet-UDP-DNS--1171|1|
u.d.u.d.u.|5|From-Botnet-UDP-DNS--258|1|
u.U.u.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-6|3|
u.U.u.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
u.U.u.u.U.|5|From-Botnet-UDP-DNS--2120|1|
u.U.u.R.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-6|2|
u.U.u.R.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
u.U.u.R.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
u.U.U.R,U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
u.U.U.R,U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-1|1|
u.U.U.R,U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
u.U.S.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
u.U.S.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|4|
u.U.R.u.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|2|
u.U.R.u.u.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
u.U.R.u.u.|5|From-Normal-UDP-DNS--86|2|
u.R.r.U.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
u.R.r.U.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|3|
u.R.r.U.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
u.R.U.r.r.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|1|
u.R.U.r.r.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
u.R.U.r.r.|5|From-Normal-UDP-DNS--87|2|
u.R.U.r.r.|5|From-Normal-UDP-DNS--86|1|
u.R.R.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|1|
u.R.R.u.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-2|4|
u.R.R.A.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-6|1|
u.R.R.A.U.|5|From-Normal-UDP-DNS-Oficial.DNS.Server-3|2|
u.R.R.A.U.|5|From-Normal-UDP-DNS--87|1|
u.R.R.A.U.|5|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|1|
u,u,u,d,d,|5|From-Normal-TCP-HTTP-Google-157|1|
u,u,u,d,d,|5|From-Normal-TCP-HTTP-Google-21|2|
u,u,u,d,d,|5|From-Normal-TCP-HTTP-Google-162|1|
u,u,u,d,d,|5|From-Normal-TCP-HTTP-Google-161|1|
u,u,u,d,U+|5|From-Normal-TCP-HTTP--319|2|
u,u,u,d,U+|5|From-Normal-TCP-HTTP-Google-162|1|
u,u,u,d,U+|5|From-Normal-TCP-HTTP-Google-160|1|
u,u,u,d,U+|5|From-Normal-TCP-HTTP-Google-158|1|
u,u,u,U,u,|5|From-Normal-TCP-HTTP-Google-23|2|
u,u,u,U,u,|5|From-Normal-TCP-HTTP-Google-162|1|
u,u,u,U,u,|5|From-Normal-TCP-HTTP--228|1|
u,u,u,U,u,|5|From-Normal-TCP-HTTP-Google-160|1|
u,u,u,D,u+|5|From-Normal-TCP-HTTP-Google-22|1|
u,u,u,D,u+|5|From-Normal-TCP-HTTP-Google-157|1|
u,u,u,D,u+|5|From-Normal-TCP-HTTP-Google-86|1|
u,u,u,D,u+|5|From-Normal-TCP-HTTP-Google-19|1|
u,u,u,D,u+|5|From-Normal-TCP-HTTP-Google-158|1|
u,u,u+u+u+|5|From-Normal-TCP-HTTP-Google-20|1|
u,u,u+u+u+|5|From-Normal-TCP-HTTP-Google-86|1|
u,u,u+u+u+|5|From-Normal-TCP-HTTP-Google-21|1|
u,u,u+u+u+|5|From-Normal-TCP-HTTP-Google-162|1|
u,u,u+u+u+|5|From-Normal-TCP-HTTP-Google-19|1|
u,u,U,u,u,|5|From-Normal-TCP-HTTP--322|1|
u,u,U,u,u,|5|From-Normal-TCP-HTTP-Google-20|1|
u,u,U,u,u,|5|From-Normal-TCP-HTTP-Google-21|1|
u,u,U,u,u,|5|From-Normal-TCP-HTTP-Google-23|2|
u,u,U+u,D,|5|From-Normal-TCP-HTTP-Google-22|1|
u,u,U+u,D,|5|From-Normal-TCP-HTTP-Google-86|2|
u,u,U+u,D,|5|From-Normal-TCP-HTTP-Google-19|1|
u,u,U+u,D,|5|From-Normal-TCP-HTTP-Google-161|1|
u,u+u+u+U,|5|From-Normal-TCP-HTTP-Google-22|1|
u,u+u+u+U,|5|From-Normal-TCP-HTTP-Google-86|1|
u,u+u+u+U,|5|From-Normal-TCP-HTTP-Google-161|1|
u,u+u+u+U,|5|From-Normal-TCP-HTTP-Google-20|1|
u,u+u+u+U,|5|From-Normal-TCP-HTTP-Google-158|1|
u,u+U,u,u+|5|From-Normal-TCP-HTTP-Google-22|1|
u,u+U,u,u+|5|From-Normal-TCP-HTTP-Google-157|2|
u,u+U,u,u+|5|From-Normal-TCP-HTTP-Google-86|1|
u,u+U,u,u+|5|From-Normal-TCP-HTTP-Google-158|1|
u,d,u,u,d,|5|From-Normal-TCP-HTTP-Google-22|2|
u,d,u,u,d,|5|From-Normal-TCP-HTTP-Google-20|1|
u,d,u,u,d,|5|From-Normal-TCP-HTTP-Google-21|1|
u,d,u,u,d,|5|From-Normal-TCP-HTTP-Google-162|1|
u,d,u+u,u+|5|From-Normal-TCP-HTTP-Google-23|1|
u,d,u+u,u+|5|From-Normal-TCP-HTTP-Google-20|2|
u,d,u+u,u+|5|From-Normal-TCP-HTTP-Google-21|2|
u,d,U+U,u,|5|From-Normal-TCP-HTTP-Google-86|2|
u,d,U+U,u,|5|From-Normal-TCP-HTTP-Google-21|1|
u,d,U+U,u,|5|From-Normal-TCP-HTTP-Google-19|1|
u,d,U+U,u,|5|From-Normal-TCP-HTTP-Google-160|1|
u,U+u,u+u+|5|From-Normal-TCP-HTTP-Google-22|1|
u,U+u,u+u+|5|From-Normal-TCP-HTTP-Google-23|1|
u,U+u,u+u+|5|From-Normal-TCP-HTTP-Google-19|1|
u,U+u,u+u+|5|From-Normal-TCP-HTTP-Google-159|1|
u,U+u,u+u+|5|From-Normal-TCP-HTTP-Google-161|1|
u,U+u,u+U,|5|From-Normal-TCP-HTTP-Google-22|1|
u,U+u,u+U,|5|From-Normal-TCP-HTTP-Google-157|1|
u,U+u,u+U,|5|From-Normal-TCP-HTTP-Google-86|1|
u,U+u,u+U,|5|From-Normal-TCP-HTTP-Google-160|1|
u,U+u,u+U,|5|From-Normal-TCP-HTTP-Google-158|1|
u,U+u+u+u,|5|From-Normal-TCP-HTTP-Google-157|1|
u,U+u+u+u,|5|From-Normal-TCP-HTTP-Google-19|1|
u,U+u+u+u,|5|From-Normal-TCP-HTTP-Google-162|1|
u,U+u+u+u,|5|From-Normal-TCP-HTTP-Google-20|1|
u,U+u+u+u,|5|From-Normal-TCP-HTTP-Google-160|1|
u+u,u,u,d,|5|From-Normal-TCP-HTTP-Google-22|1|
u+u,u,u,d,|5|From-Normal-TCP-HTTP-Google-157|1|
u+u,u,u,d,|5|From-Normal-TCP-HTTP-Google-86|1|
u+u,u,u,d,|5|From-Normal-TCP-HTTP-Google-21|1|
u+u,u,u,d,|5|From-Normal-TCP-HTTP-Google-162|1|
u+u,u,u+u,|5|From-Normal-TCP-HTTP-Google-157|1|
u+u,u,u+u,|5|From-Normal-TCP-HTTP-Google-86|1|
u+u,u,u+u,|5|From-Normal-TCP-HTTP-Google-21|1|
u+u,u,u+u,|5|From-Normal-TCP-HTTP-Google-162|1|
u+u,u,u+u,|5|From-Normal-TCP-HTTP-Google-20|1|
u+u,u+u,u+|5|From-Botnet-UDP-DNS--718|1|
u+u,u+u,u+|5|From-Normal-TCP-HTTP-Google-21|2|
u+u,u+u,u+|5|From-Normal-TCP-HTTP-Google-160|1|
u+u,u+u,u+|5|From-Normal-TCP-HTTP-Google-158|1|
u+u+U,U+u,|5|From-Normal-TCP-HTTP-Google-19|1|
u+u+U,U+u,|5|From-Normal-TCP-HTTP-Google-21|2|
u+u+U,U+u,|5|From-Normal-TCP-HTTP-Google-20|1|
u+u+U,U+u,|5|From-Normal-TCP-HTTP-Google-161|1|
u+U,u,d,U+|5|From-Normal-TCP-HTTP-Google-22|1|
u+U,u,d,U+|5|From-Normal-TCP-HTTP--322|1|
u+U,u,d,U+|5|From-Normal-TCP-HTTP-Google-86|1|
u+U,u,d,U+|5|From-Normal-TCP-HTTP-Google-162|2|
u+U,d,U+U,|5|From-Normal-TCP-HTTP-Google-23|1|
u+U,d,U+U,|5|From-Normal-TCP-HTTP-Google-86|1|
u+U,d,U+U,|5|From-Normal-TCP-HTTP-Google-21|1|
u+U,d,U+U,|5|From-Normal-TCP-HTTP-Google-162|1|
u+U,d,U+U,|5|From-Normal-TCP-HTTP-Google-19|1|
u+U,U+u,u+|5|From-Normal-TCP-HTTP-Google-23|1|
u+U,U+u,u+|5|From-Normal-TCP-HTTP-Google-19|1|
u+U,U+u,u+|5|From-Normal-TCP-HTTP-Google-21|1|
u+U,U+u,u+|5|From-Normal-TCP-HTTP-Google-20|1|
u+U,U+u,u+|5|From-Normal-TCP-HTTP-Google-159|1|
u+U,U+U,d,|5|From-Normal-TCP-HTTP-Google-22|1|
u+U,U+U,d,|5|From-Normal-TCP-HTTP-Google-23|2|
u+U,U+U,d,|5|From-Normal-TCP-HTTP-Google-160|2|
u+U,U+U,U+|5|From-Normal-TCP-HTTP-Google-86|1|
u+U,U+U,U+|5|From-Normal-TCP-HTTP-Google-20|2|
u+U,U+U,U+|5|From-Normal-TCP-HTTP-Google-160|1|
u+U,U+U,U+|5|From-Normal-TCP-HTTP-Google-158|1|
u+D+u,u,u+|5|From-Normal-TCP-HTTP-Google-23|1|
u+D+u,u,u+|5|From-Normal-TCP-HTTP-Google-86|3|
u+D+u,u,u+|5|From-Normal-TCP-HTTP-Google-21|1|
u+D+u,u+u+|5|From-Normal-TCP-HTTP-Google-23|1|
u+D+u,u+u+|5|From-Normal-TCP-HTTP-Google-19|2|
u+D+u,u+u+|5|From-Normal-TCP-HTTP-Google-21|1|
u+D+u,u+u+|5|From-Botnet-UDP-DNS--303|1|
t.R.R.r.r.|5|From-Botnet-UDP-DNS-Oficial.DNS.Server-1|5|
s.w.S.s.s.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
s.w.S.s.s.|5|From-Botnet-TCP-Unknown-Attempt-435|2|
s.w.S.s.s.|5|From-Botnet-TCP-Unknown-Attempt-432|1|
s.w.S.s.s.|5|From-Botnet-TCP-HTTP-Attempt-459|1|
s.w.S.S.S.|5|From-Botnet-TCP-HTTP-Attempt-461|1|
s.w.S.S.S.|5|From-Botnet-TCP-Unknown-Attempt-436|2|
s.w.S.S.S.|5|From-Botnet-TCP-Unknown-Attempt-432|2|
s.s.w.w.s.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.w.w.s.|5|From-Botnet-TCP-Unknown-Attempt-435|2|
s.s.w.w.s.|5|From-Botnet-TCP-Unknown-Attempt-432|1|
s.s.w.w.s.|5|From-Botnet-TCP-HTTP-Attempt-460|1|
s.s.w.S.S.|5|From-Botnet-TCP-HTTP-Attempt-461|1|
s.s.w.S.S.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.w.S.S.|5|From-Botnet-TCP-Unknown-Attempt-435|1|
s.s.w.S.S.|5|From-Botnet-TCP-Unknown-Attempt-432|1|
s.s.w.S.S.|5|From-Botnet-TCP-HTTP-Attempt-459|1|
s.s.s.w.W.|5|From-Botnet-TCP-Unknown-Attempt-436|3|
s.s.s.w.W.|5|From-Botnet-TCP-Unknown-Attempt-435|1|
s.s.s.w.W.|5|From-Botnet-TCP-HTTP-Attempt-459|1|
s.s.s.w.S.|5|From-Botnet-TCP-HTTP-Attempt-461|2|
s.s.s.w.S.|5|From-Botnet-TCP-HTTP-Attempt-459|1|
s.s.s.w.S.|5|From-Botnet-TCP-Unknown-Attempt-435|1|
s.s.s.w.S.|5|From-Botnet-TCP-Unknown-Attempt-432|1|
s.s.s.W.s.|5|From-Botnet-TCP-HTTP-Attempt-461|1|
s.s.s.W.s.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.s.W.s.|5|From-Botnet-TCP-Unknown-Attempt-435|2|
s.s.s.W.s.|5|From-Botnet-TCP-HTTP-Attempt-460|1|
s.s.s.S.b.|5|From-Botnet-UDP-DNS--405|1|
s.s.s.S.b.|5|From-Botnet-TCP-HTTP-Attempt-460|1|
s.s.s.S.b.|5|From-Botnet-TCP-HTTP-Attempt-461|3|
s.s.s.S,S.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.s.S,S.|5|From-Botnet-TCP-Unknown-Attempt-435|2|
s.s.s.S,S.|5|From-Botnet-UDP-DNS--300|1|
s.s.s.S,S.|5|From-Botnet-TCP-HTTP-Attempt-460|1|
s.s.b.S.S.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.b.S.S.|5|From-Botnet-TCP-Unknown-Attempt-435|3|
s.s.b.S.S.|5|From-Botnet-TCP-Unknown-Attempt-432|1|
s.s.S.w.S.|5|From-Botnet-TCP-HTTP-Attempt-459|1|
s.s.S.w.S.|5|From-Botnet-TCP-Unknown-Attempt-435|2|
s.s.S.w.S.|5|From-Botnet-TCP-Unknown-Attempt-432|2|
s.s.S.s.b.|5|From-Botnet-UDP-DNS--405|1|
s.s.S.s.b.|5|From-Botnet-TCP-Unknown-Attempt-436|1|
s.s.S.s.b.|5|From-Botnet-TCP-Unknown-Attempt-432|2|
s.s.S.s.b.|5|From-Botnet-TCP-HTTP-Attempt-460|1|
s.s.S.b.S.|5|From-Botnet-TCP-HTTP-Attempt-461|2|
s.s.S.b.S.|5|From-Botnet-TCP-HTTP-Attempt-460|1|
s.s.S.b.S.|5|From-Botnet-TCP-Unknown-Attempt-432|1|
